DistrictID,LatestRunID,UpdateTimeStamp
220920,19401,2/13/2017 11:50 AM
040902,19401,2/13/2017 11:50 AM
212906,19401,2/13/2017 11:50 AM
091909,19401,2/13/2017 11:50 AM
091910,19401,2/13/2017 11:50 AM
110908,19362,2/10/2017 12:41 PM
109911,19401,2/13/2017 11:50 AM
243905,19401,2/13/2017 11:50 AM
180904,19401,2/13/2017 11:50 AM
170904,19401,2/13/2017 11:50 AM
234907,19401,2/13/2017 11:50 AM
153907,19362,2/10/2017 12:41 PM
105905,19401,2/13/2017 11:50 AM
005904,19401,2/13/2017 11:50 AM
225905,19362,2/10/2017 12:41 PM
057828,19362,2/10/2017 12:41 PM
248902,19401,2/13/2017 11:50 AM
250907,19362,2/10/2017 12:41 PM
212910,19401,2/13/2017 11:50 AM
200904,19362,2/10/2017 12:41 PM
174906,19401,2/13/2017 11:50 AM
116909,19401,2/13/2017 11:50 AM
196902,19401,2/13/2017 11:50 AM
224902,19362,2/10/2017 12:41 PM
229903,19401,2/13/2017 11:50 AM
081905,19401,2/13/2017 11:50 AM
043914,19401,2/13/2017 11:50 AM
221912,19401,2/13/2017 11:50 AM
250905,19401,2/13/2017 11:50 AM
101845,19362,2/10/2017 12:41 PM
062903,19401,2/13/2017 11:50 AM
062904,19401,2/13/2017 11:50 AM
071905,19401,2/13/2017 11:50 AM
253901,19362,2/10/2017 12:41 PM
003906,19401,2/13/2017 11:50 AM
025906,19401,2/13/2017 11:50 AM
101850,19362,2/10/2017 12:41 PM
