DistrictID,DistrictName,UpdateTimeStamp,CharterSchoolInd,RegularProgramADA,RegularSpEdADA,MainstreamSpEdADA,ResCareSpEdADA,StateSchoolsSpEdADA,NonPublicContractSpEdADA,ExtYearSpEdADA,RegCTEADA,GTADA,StateCompEdADA,PregnantADA,BilingualADA,PegADA,HighSchoolAllotment,AdvCTEAllotment,EarlyChildIntervSetAside,APTests,NIFA,TransportationAllotment,BilingualAllotmentTot,CompressedMOTaxRate,AdjCEI,SparseDistrictInd,HHMOTaxCollection,HHCEDDistr,HHWADA,HHDPV,MOTaxCollectionLev1,MOTaxCollectionLev3,MOTaxCollectionTot,MOTaxRate,DPV,ASFAmt,TransfersOut,TuitionPaidPerStudent,CADAppraisalCost,CADCreditBalance,CADCreditUnclaimed,BasicAllotmentCheck,AdjustedBasicAllotmentCheck,TierICostCheck,WADACheck,WADACheckCoR,AACheckString,FinalCostLev1Check,FinalCostLev3Check,EarlyAgreementCreditLev1Check,EarlyAgreementCreditLev3Check
015901,ALAMO HEIGHTS ISD,2/13/2017 11:50 AM,N,4418.366,306.42400000000004,72.01,0.0,0.0,0.982,0.0,68.902,229.25,1296.545,0.516,212.26600000000002,0.0,402875.0,0.0,($0),($0),0.0,172491.0,116980.0,1.0,1.08,N,5987479.0,9825807.0,4117.2360979,1467461958.0,64048401.0,0.0,67891305.0,1.06,5984429783.0,1790432.0,0.0,0.0,375000.0,0.0,0.0,5140.0,5432.0,29276530.0,5433.802000000001,5418.84,"Adjusted Allotment:  LPE - $5,511   DPE - $5,511",33791923.0,0,497922.0,0
250906,ALBA-GOLDEN ISD,2/13/2017 11:50 AM,N,667.469,62.952000000000005,17.173000000000002,0.782,0.0,0.0,0.0,67.532,37.537,504.509,0.0,13.457,0.0,63355.0,0.0,"($2,699)",($105),0.0,60723.0,8832.0,1.0,1.05,N,119580.0,2012970.0,829.7434349,69038284.0,2565563.0,282212.0,3001709.0,1.17,240108876.0,321017.0,0.0,0.0,0.0,0.0,0.0,5140.0,5322.0,6358481.0,1192.7160000000001,,"Adjusted Allotment:  LPE - $6,563   DPE - $6,563",,,,
209901,ALBANY ISD,2/10/2017 12:41 PM,N,414.867,28.996000000000002,7.82,1.5,0.0,0.0,0.0,31.45,19.2,209.83,0.0,7.25,0.0,35750.0,0.0,"($3,157)",($122),0.0,25155.0,4860.0,0.8545,1.05,Y,187116.0,2129317.0,891.589837,109611281.0,2665218.0,391439.0,3243799.0,1.04,280869463.0,189144.0,0.0,0.0,102000.0,0.0,0.0,4392.0,4548.0,3717453.0,818.99,868.9670000000001,"Adjusted Allotment:  LPE - $6,704   DPE - $6,704",0.0,3360.0,0.0,145.0
101902,ALDINE ISD,2/13/2017 11:50 AM,N,61495.207,3069.909,1473.1130000000003,18.455000000000002,0.0,0.0,0.0,3816.0,3091.2330000000006,62731.532,16.121000000000002,20106.117,0.0,4409625.0,0.0,"($208,848)","($8,071)",241651.0,6672028.0,11508741.0,1.0933000000000002,1.16,N,22452453.0,117321541.0,48165.7924454,5944045002.0,216688375.0,0.0,224904826.0,1.1334,18585811281.0,25040354.0,0.0,0.0,0.0,0.0,0.0,5140.0,5724.0,505532215.0,91284.737,,"Adjusted Allotment:  LPE - $5,724   DPE - $5,724",,0,,0
184907,ALEDO ISD,2/13/2017 11:50 AM,N,4599.731,376.49700000000007,16.311,0.0,0.0,0.0,0.0,170.59300000000002,244.56900000000002,713.1010000000001,0.0,110.789,0.0,426370.0,0.0,"($31,676)","($1,224)",0.0,0.0,61998.0,1.0,1.11,N,646425.0,5050101.0,2046.7236066,266585078.0,29878371.0,3286621.0,34957694.0,1.17,2818829415.0,1959086.0,0.0,0.0,650000.0,0.0,0.0,5140.0,5541.0,30653942.0,5674.222000000001,6006.435,"Adjusted Allotment:  LPE - $5,596   DPE - $5,596",0.0,904107.0,0.0,38415.0
125901,ALICE ISD,2/13/2017 11:50 AM,N,4450.258,264.094,124.73,0.0,0.0,0.0,0.0,251.46,239.21200000000002,4431.34,2.116,162.15,0.0,356165.0,0.0,"($17,359)",($671),0.0,156155.0,90058.0,0.9823000000000001,1.12,Y,1286493.0,16842412.0,7205.5848965000005,411546065.0,15606016.0,0.0,16522709.0,1.04,1544773617.0,1827761.0,0.0,0.0,0.0,0.0,0.0,5049.0,5479.0,34525391.0,6475.6630000000005,,"Adjusted Allotment:  LPE - $5,554   DPE - $5,554",,0,,0
101903,ALIEF ISD,2/13/2017 11:50 AM,N,41083.125,2838.223,899.293,19.367,0.0,1.87,0.0,1633.965,2182.047,40031.769,9.173,16409.782,0.0,3153973.0,0.0,"($154,331)","($5,964)",0.0,3303832.0,9392959.0,1.0,1.16,N,22937723.0,88504537.0,36678.9029432,5136115984.0,143834367.0,9349234.0,161813663.0,1.125,13734225001.0,17178443.0,0.0,0.0,0.0,0.0,0.0,5140.0,5724.0,333300210.0,60373.778,,"Adjusted Allotment:  LPE - $5,724   DPE - $5,724",,,,
101815,ALIEF MONTESSORI COMMUNITY SCHOOL,2/10/2017 12:41 PM,Y,205.711,1.71,8.803,0.0,0.0,0.0,0.0,0.0,0.0,186.83,0.0,150.47,0.0,0.0,0.0,($0),($0),0.0,0.0,97279.0,0.0,1.0,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91458.0,0.0,0.0,0.0,0.0,0.0,5050.0,5334.0,1742430.0,335.86,,"Adjusted Allotment:  LPE - $6,465   DPE - $6,465",,0,,0
043901,ALLEN ISD,2/13/2017 11:50 AM,N,19690.94,1715.42,555.0,0.61,0.0,0.0,0.0,790.0,1050.0,2775.0,0.8,1300.0,0.0,1718750.0,0.0,"($112,541)","($4,349)",0.0,858066.0,725140.0,1.0,1.12,N,519208.0,14486240.0,5748.8167556,735888952.0,107907754.0,8632620.0,123014839.0,1.1400000000000001,10015227806.0,7824248.0,0.0,0.0,1050000.0,0.0,0.0,5140.0,5578.0,135767030.0,24916.981,24163.0,"Adjusted Allotment:  LPE - $5,578   DPE - $5,578",0.0,1915676.0,0.0,80536.0
057832,ALPHA CHARTER SCHOOL,12/8/2016 3:35 PM,Y,46.387,2.825,3.25,0.0,0.0,0.0,0.0,1.439,0.0,106.33,0.0,2.278,0.0,13404.0,0.0,($0),($0),0.0,0.0,1473.0,0.0,1.0,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49309.0,0.0,0.0,0.0,0.0,0.0,5050.0,5335.0,506264.0,94.99,,"Adjusted Allotment:  LPE - $6,466   DPE - $6,466",,0,,0
022901,ALPINE ISD,2/13/2017 11:50 AM,N,890.159,70.042,28.531999999999996,0.0,0.0,0.0,0.0,58.001000000000005,48.533,611.557,0.386,67.839,0.0,72242.0,0.0,"($5,466)",($212),0.0,56839.0,47949.0,1.0,1.1,Y,287244.0,3933600.0,1625.2983494,148818989.0,4788026.0,526683.0,5601991.0,1.17,486382577.0,390050.0,0.0,0.0,0.0,0.0,0.0,5140.0,5505.0,8645553.0,1603.04,,"Adjusted Allotment:  LPE - $7,068   DPE - $7,068",,,,
037901,ALTO ISD,2/13/2017 11:50 AM,N,528.8,51.6,11.0,0.0,0.0,0.0,0.0,44.0,29.5,490.0,0.0,70.0,0.0,52250.0,0.0,"($1,406)",($55),0.0,59277.0,46102.0,0.9760000000000001,1.05,N,185874.0,2296554.0,1007.8797838,64001939.0,1236352.0,5067.0,1317424.0,1.04,125087494.0,233699.0,0.0,0.0,0.0,0.0,0.0,5017.0,5195.0,5118324.0,981.191,,"Adjusted Allotment:  LPE - $6,586   DPE - $6,586",,,,
126901,ALVARADO ISD,2/13/2017 11:50 AM,N,3124.3630000000003,155.097,86.831,0.914,0.0,0.0,0.0,178.40300000000002,167.608,2288.842,0.681,368.63300000000004,0.0,262961.0,0.0,"($16,206)",($627),9374.0,285719.0,208904.0,0.9833000000000002,1.1,N,298472.0,6244142.0,2638.7975419,204926010.0,15109667.0,0.0,15980935.0,1.04,1442178936.0,1320665.0,0.0,0.0,250000.0,0.0,0.0,5054.0,5413.0,23979140.0,4483.6410000000005,4593.900000000001,"Adjusted Allotment:  LPE - $5,667   DPE - $5,667",0.0,0,0.0,0
020901,ALVIN ISD,2/13/2017 11:50 AM,N,20024.916,1417.275,731.678,12.0,0.0,4.067,0.0,1259.928,1087.762,10768.843,2.883,3350.3070000000002,0.0,1613445.0,0.0,"($57,313)","($2,215)",561950.0,2351545.0,1867461.0,0.98,1.1500000000000001,N,2121383.0,27593361.0,11258.345095000002,1070825746.0,55627853.0,0.0,59033640.0,1.04,5100366861.0,8122372.0,0.0,0.0,0.0,0.0,0.0,5037.0,5574.0,152898196.0,28048.028,,"Adjusted Allotment:  LPE - $5,574   DPE - $5,574",,0,,0
249901,ALVORD ISD,2/13/2017 11:50 AM,N,565.383,54.872,9.896,0.0,0.0,0.0,0.0,70.921,32.732,253.5,0.0,26.648000000000003,0.0,52743.0,0.0,"($4,769)",($185),0.0,88744.0,17676.0,0.9573,1.1,N,224367.0,1519630.0,661.6218759,55339443.0,4324080.0,689739.0,5284836.0,1.17,424402661.0,264295.0,0.0,0.0,63093.0,0.0,0.0,4921.0,5270.0,5337978.0,1022.0419999999999,1058.7350000000001,"Adjusted Allotment:  LPE - $6,633   DPE - $6,633",0.0,99830.0,0.0,4212.0
188901,AMARILLO ISD,2/13/2017 11:50 AM,N,28237.804,2093.911,827.3,9.019,0.0,0.0,0.0,1462.2580000000003,1518.674,26215.709000000003,10.372,4906.259,0.0,2100047.0,0.0,"($88,758)","($3,430)",28993.0,1162152.0,2718558.0,1.0,1.11,N,7244955.0,72021839.0,30916.1713007,3581764637.0,86093547.0,1721871.0,92981031.0,1.08,7898680592.0,11843310.0,0.0,0.0,0.0,0.0,0.0,5140.0,5541.0,220366721.0,40721.701,,"Adjusted Allotment:  LPE - $5,541   DPE - $5,541",,,,
084804,AMBASSADORS PREPARATORY ACADEMY,2/10/2017 12:41 PM,Y,240.96800000000002,10.845999999999998,0.0,0.0,0.0,0.0,0.0,0.0,12.219000000000001,257.83,0.0,0.0,0.0,0.0,0.0,($0),($0),0.0,0.0,0.0,0.0,1.0,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93549.0,0.0,0.0,0.0,0.0,0.0,5050.0,5334.0,1970831.0,379.885,,"Adjusted Allotment:  LPE - $6,465   DPE - $6,465",,0,,0
140901,AMHERST ISD,2/10/2017 12:41 PM,N,130.0,7.747000000000001,9.681000000000001,0.0,0.0,0.0,0.0,11.265,2.682,117.686,0.0,35.071000000000005,0.0,9610.0,0.0,($505),($20),0.0,9360.0,25700.0,1.0,1.06,N,80427.0,829310.0,371.4804211,26912424.0,471283.0,51841.0,551401.0,1.17,44866906.0,55188.0,0.0,0.0,0.0,0.0,0.0,5140.0,5359.0,1417873.0,266.699,,"Adjusted Allotment:  LPE - $7,328   DPE - $7,328",,,,
101819,AMIGOS POR VIDA-FRIENDS FOR LIFE PUB CHTR SCH,2/10/2017 12:41 PM,Y,446.00200000000007,21.02,6.067,0.0,0.0,0.0,0.0,0.0,0.0,515.0,0.0,363.605,0.0,0.0,0.0,($0),($0),0.0,0.0,235071.0,0.0,1.0,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184158.0,0.0,0.0,0.0,0.0,0.0,5050.0,5334.0,3963408.0,763.961,,"Adjusted Allotment:  LPE - $6,465   DPE - $6,465",,0,,0
036901,ANAHUAC ISD,2/13/2017 11:50 AM,N,1063.7530000000002,68.277,20.087,0.0,0.0,0.0,0.0,63.126000000000005,57.452000000000005,706.3870000000002,0.08,102.51900000000002,0.0,85494.0,0.0,"($7,099)",($275),0.0,134987.0,69446.0,1.0,1.12,Y,1317317.0,4504168.0,1872.3651415,309614868.0,6210528.0,0.0,6583160.0,1.06,631722042.0,472959.0,0.0,0.0,0.0,0.0,0.0,5140.0,5578.0,9682903.0,1770.039,1770.039,"Adjusted Allotment:  LPE - $6,774   DPE - $6,774",0.0,0,0.0,0
093901,ANDERSON-SHIRO CISD,2/13/2017 11:50 AM,N,733.7420000000001,31.959000000000007,19.791,0.0,0.0,0.0,0.0,47.477000000000004,39.568000000000005,422.682,0.0,40.044000000000004,0.0,58119.0,0.0,"($6,310)",($244),0.0,97968.0,26461.0,1.0,1.08,N,184885.0,1665169.0,654.3061631,115502904.0,5731648.0,0.0,5960914.0,1.04,561535434.0,313136.0,0.0,0.0,0.0,0.0,0.0,5140.0,5432.0,6393129.0,1182.059,1182.059,"Adjusted Allotment:  LPE - $6,608   DPE - $6,608",0.0,0,0.0,0
002901,ANDREWS ISD,2/13/2017 11:50 AM,N,3833.095,271.95300000000003,57.95399999999999,1.0530000000000002,0.0,0.0,0.0,210.042,164.113,2068.68,0.14400000000000002,352.9550000000001,0.0,301362.0,0.0,($0),($0),0.0,132036.0,202631.0,1.0,1.12,Y,7635731.0,9529806.0,4038.6778283,2443154790.0,48528120.0,0.0,51439807.0,1.06,4679594936.0,1463022.0,0.0,0.0,350000.0,0.0,0.0,5140.0,5578.0,28711482.0,5285.573,4817.5960000000005,"Adjusted Allotment:  LPE - $5,741   DPE - $5,741",13581262.0,0,335263.0,0
020902,ANGLETON ISD,2/13/2017 11:50 AM,N,6001.787,314.17400000000004,200.681,6.2620000000000005,0.0,2.013,0.0,310.63100000000003,320.882,4584.964,1.0010000000000001,523.482,0.0,504231.0,0.0,"($26,979)","($1,043)",0.0,622847.0,291789.0,0.98,1.1500000000000001,Y,3667716.0,16562385.0,6878.0263353,1545666972.0,25675312.0,0.0,27247270.0,1.04,2400853670.0,2483985.0,0.0,0.0,0.0,0.0,0.0,5037.0,5574.0,45662024.0,8420.783000000001,,"Adjusted Allotment:  LPE - $5,574   DPE - $5,574",,0,,0
043902,ANNA ISD,2/13/2017 11:50 AM,N,2976.77,198.0,54.0,0.23,0.0,0.0,0.0,146.0,81.5,1153.0,0.0,289.0,0.0,146025.0,0.0,"($8,090)",($313),0.0,315192.0,166031.0,1.0,1.09,N,86036.0,2444136.0,998.1282313999999,58126254.0,7455811.0,820139.0,8723299.0,1.17,719873078.0,1138413.0,0.0,0.0,0.0,0.0,0.0,5140.0,5468.0,21717760.0,4013.065,,"Adjusted Allotment:  LPE - $5,745   DPE - $5,745",,,,
127901,ANSON ISD,2/13/2017 11:50 AM,N,607.74,29.545,40.596000000000004,0.0,0.0,0.0,0.0,44.105,33.094,467.70599999999996,0.127,17.707,0.0,45858.0,0.0,"($1,453)",($57),0.0,39592.0,11842.0,1.0,1.06,N,164990.0,2775868.0,1198.2690163,63388714.0,1325858.0,145845.0,1551254.0,1.17,129287676.0,254336.0,0.0,0.0,0.0,0.0,0.0,5140.0,5359.0,5709026.0,1072.0130000000001,,"Adjusted Allotment:  LPE - $6,688   DPE - $6,688",,,,
071906,ANTHONY ISD,2/13/2017 11:50 AM,N,717.544,41.373000000000005,21.45,0.0,0.0,0.0,0.0,15.851,37.311,738.7570000000001,0.326,129.002,0.0,53522.0,0.0,"($1,989)",($77),0.0,75576.0,86676.0,1.0,1.1,N,138317.0,2549650.0,1081.2346196,81888772.0,1786026.0,0.0,1857467.0,1.04,176951068.0,301812.0,0.0,0.0,0.0,0.0,0.0,5140.0,5505.0,6643289.0,1225.726,,"Adjusted Allotment:  LPE - $6,719   DPE - $6,719",,0,,0
110901,ANTON ISD,2/10/2017 12:41 PM,N,205.07299999999998,10.01,8.811,0.0,0.0,0.0,0.0,20.619,10.0,224.67,0.0,9.226,0.0,16013.0,0.0,($896),($35),0.0,5363.0,6669.0,1.0,1.06,N,109454.0,1332441.0,560.707055,46263405.0,848808.0,93369.0,993105.0,1.17,79648578.0,87838.0,0.0,0.0,0.0,0.0,0.0,5140.0,5359.0,2186441.0,412.79,,"Adjusted Allotment:  LPE - $7,228   DPE - $7,228",,,,
228905,APPLE SPRINGS ISD,2/10/2017 12:41 PM,N,130.0,12.842,6.9,0.0,0.0,0.0,0.0,37.241,8.398,126.32800000000002,0.0,0.0,0.0,17251.0,0.0,($429),($17),0.0,35195.0,0.0,0.9733000000000002,1.05,N,50534.0,930220.0,334.8104665,19035971.0,844647.0,5814.0,902530.0,1.04,38130261.0,64362.0,0.0,0.0,0.0,0.0,0.0,5003.0,5180.0,1659933.0,315.91,,"Adjusted Allotment:  LPE - $7,084   DPE - $7,084",,,,
109912,AQUILLA ISD,2/13/2017 11:50 AM,N,244.97500000000002,9.457,8.571,0.0,0.0,0.0,0.0,12.126000000000001,12.151,140.251,0.0,6.251,0.0,23772.0,0.0,($805),($32),0.0,48218.0,4484.0,1.0,1.06,N,88772.0,620432.0,283.3766485,21152102.0,693203.0,76253.0,811048.0,1.17,71632622.0,95746.0,0.0,0.0,0.0,0.0,0.0,5140.0,5359.0,2297702.0,424.33,,"Adjusted Allotment:  LPE - $7,174   DPE - $7,174",,,,
004901,ARANSAS COUNTY ISD,2/13/2017 11:50 AM,N,2825.2990000000004,154.306,117.57600000000001,1.0130000000000001,0.0,0.0,0.0,186.27,153.077,2101.437,0.67,115.363,0.0,237514.0,0.0,($0),($0),0.0,392907.0,65699.0,0.9747,1.11,Y,3746173.0,8198175.0,3497.9387068,685116099.0,28700959.0,744983.0,31212698.0,1.06,2687249051.0,1233298.0,0.0,0.0,495000.0,0.0,0.0,5010.0,5401.0,22364038.0,4181.041,4424.215,"Adjusted Allotment:  LPE - $5,695   DPE - $5,695",3931594.0,306727.0,64312.0,12995.0
205901,ARANSAS PASS ISD,2/13/2017 11:50 AM,N,1535.3270000000002,156.041,42.865,0.0,0.0,0.0,0.0,160.999,72.10900000000001,1443.164,0.32800000000000007,146.606,0.0,117658.0,0.0,"($8,056)",($312),0.0,111735.0,86893.0,0.991,1.1,N,381014.0,5824994.0,2502.6738452,198963778.0,7554243.0,0.0,7862206.0,1.0314,716909094.0,658401.0,0.0,0.0,0.0,0.0,0.0,5094.0,5455.0,13667047.0,2552.3070000000002,,"Adjusted Allotment:  LPE - $5,927   DPE - $5,927",,0,,0
005901,ARCHER CITY ISD,2/13/2017 11:50 AM,N,406.0,42.0,11.0,0.0,0.0,0.0,0.0,30.0,22.5,205.0,0.0,5.0,0.0,41800.0,0.0,"($2,800)",($109),0.0,46340.0,3588.0,0.9,1.07,Y,118510.0,2256559.0,983.8478719,106197288.0,2293488.0,203866.0,2650253.0,1.04,249094432.0,165416.0,0.0,0.0,72480.0,0.0,0.0,4626.0,4856.0,3994173.0,824.9830000000001,,"Adjusted Allotment:  LPE - $7,175   DPE - $7,175",,,,
061910,ARGYLE ISD,2/13/2017 11:50 AM,N,1863.1090000000002,91.02900000000001,64.36500000000001,0.0,0.0,0.0,0.0,88.65700000000001,98.99300000000001,275.297,0.0,64.647,0.0,193878.0,0.0,($0),($0),131057.0,201787.0,37948.0,1.0,1.083,N,760096.0,1830649.0,858.6229452,158522582.0,14072976.0,564326.0,15481681.0,1.1001,1319693996.0,833789.0,0.0,0.0,130000.0,0.0,0.0,5140.0,5443.0,13546553.0,2462.5370000000003,2916.598,"Adjusted Allotment:  LPE - $5,870   DPE - $5,870",0.0,167746.0,0.0,7051.0
